Polarity,Text
Negative,ما بقدر لا احكي مكالمة عادية او فيديو وبالسابق كان بامكاني ولما عملت تحديث للواتس اب وكانهم انلغو من الواتس عندي شو المشكلة بتكون وشو الحل ممكن اعرف او ان الحكومة الاردنية حاظرة علي مكالمات الواتس صوت وصورة ؟!؟!؟!؟!
Positive,ممتاز انتهت مشكلة بطئ ارسل التسجيل الصوتي في التحديث الجديد
Positive,برنامج رائع جدا جدا ممكن تضعون في الواتساب رابط او معرف شخصي لسهولة التواصل
Negative,التحديث ما يستاهل نجمة اذا جيت اسجل مقطع صوت اول ما ابعد اصبعي من على التسجيل ينحذف التحديث اللخير يحتاج تعديل
Positive,ممتاز وجيد وألف شكر على الدعم برامج يفهمه الجميع وسهل على صغير كبير
Positive,برنامج رائع ومميز للتوصل الاجتماعي سهل الاستخدام وبامكانك ارسال اي شيء صور فديو مشكووورين
Negative,تطبيق يستاهل ربع نجمه بعد التحديث صار ما ينزل فيديوهات وصور يقول تم ايقاف الواتساب رجعو التحديث القديم
Negative,مو حلووو ولمن ارسل فيديو يوقف ما يرتسل وما عاد ينفتح حتى من الاستيديو اتمنى تصليحه المشكه واوقات يتوقف واطر احذفه واحمل
Negative,ياااا شباااااااب اني لماا ادخل رقمي في الواااااتس واسوي ارسال الرساله مجددا عشان يرسلون الكود ما يرتسل ابدا ولا يستقبل اي مكالمه او اي رساااله اني بدي حل هذا المشكله واليووم دخلت الرقم وسويت ارسال رساله قالي تعذر ارسال الرساله ومدري شو ليش يااا ريت حداا يحل المشكله وفي مشكله ثانيه لماا اتصل برقمي يقول مغلق او خارج عن نطاق التغطيه بس حد يحل مشكلتي يااا جماااعه الي يحبني بيحل المشكله ترى اني اشتقت للواتس اب حقي مررره مرررررررررره كثير اكثر من كل شي بس الوااتس مهم جدا افضله عن كل البرامج باكملها صراحتن
Negative,التحديث سيء جداً التحديث لا يستحق الا نجمتين لانه يوقف تسجيلي وارجو اصلاحه وتغير الشكل بالكامل اصبح قديماً
Negative,تحديث الأخير فيه مشكلة كبيرة انه لا يقوم بإرسال مقطع فيديو إطلاقا ارجوا من المختصين حل مشكلة إرسال مقاطع الفيديو
Positive,حلو كتير بس لو فيه لغة كردية. نرجوا منهم اضافة الغة الكردية
Negative,نريد تحديث افضل هذاء البرنامج لم يتغير نريد تحديث غير متوقع
Positive,الأصلي لا يعلى عليه إلى الآن هو الافضل والاميز والاروع التطوير واجب عليكم تشغيل رقمين والسماح بتغيير اللون حتى ما نمل
Positive,برامج طيب جميل جدا.... بس ياريت خدمة الصوت والصوره مع المتحدث
Positive,روووووووووووعة واجمل ما في هذا الاصدار انه يحمي الخصوصية ويؤمن حمايتها انصح الكل بتنزيلة
Positive,جميييييل روووووعة اشكر الشركة المصممة ل What's app
Negative,انحدر التطبيق ترتيب الرسائل غير صحيح وهذا شيء سيء جدا جدا جدا ... ضبطوا التطبيق قبل نسحب عليكم ونروح تليجرام telegram
Positive,مرسين جميل وأكثر من رائع بس لو فيه مكالمات فديو كان ولا اروع
Positive,احلى تطبيق البرنامج دة روعة روهة بجد بقول لمطورين البرنامج دة Thank you
Negative,سيء جدا جدا لا أستطيع أن أرسل اي رسالة سيء جدا جدا جدا جدا لا أستطيع أن أرسل اي رسالة لأنه يتوقف فور تشغيله الرجاء جدوا الحل بسرعة
Negative,سئ . انا كل م اشغل مقطع صوتى الشاشه يكون لونها اسود والصوت يقل ؟×
Positive,أعجبني كتير يسلم ايد يلى عملوا شكرا كتير الكم بيستحك اكتر من خمس نجوم
Negative,التحديث الاخير التحديث الاخير صار البرنامج يفصل لفترات و سالتواكثر من مستخدم حكولي نفس الكلام
Negative,تحديث فاشل الرجاء حل مشكلة التوقف المتكرر وفشل البرنامج في تشغيل الصوت
Negative,في مشكلة كتييير بشعة أنو تسجيلات الصوت كتير ضعيفة عم تطلع بعد اخر تحديث
Negative,مشكلة التحميل لماذا عند فتح كامرة الواتسب يتم غلق البرنامج مباشرة وتظهر رساله تم ايقاف الواتسب
Positive,واتساب من أروع وأجمل التطبيقات أشكر كل القائمين على نجاحه وامتيازه
Positive,حلو كتير ممتاز جدآ منشان ماحدا يكزب علي
Positive,مرررررة حلو
Positive,مشعل الرويلي وووااأويجنن ماششفت زيه حلووو مره
Positive,5 نجوم البرنامج ممتاز
Positive,ممتأز برنامج ممتاز وابصم لك ع العشره
Positive,ممتاز وسهل وروعه في السرعه ًالصور جميله
Positive,واتس اب من اجمل ااوسأل ﻻدردشه ولمراسله
Positive, كتير حلو وممتاز والتطور كتير حلو مبروك النا هاد التطور شكرا للعاملين على هاد التطور الى الامام دائما
Positive,ممتاز الي يقول انو ماوحلو هو الي مو حلو
Negative,البرنامج جميل ومفيد
Negative,التحديث الجديد سئ جدا سئ من ناحيه التصميم و الروابط المستلمه من الجهة الاخرى بحيث ماتقدر تفتحها قبل تخزن رقم هاتف الجهة الاخرى والرسائل الجماعيه لاتصلك من شخص لم تخزن رقم هاتفه بحيث تعتبر شركة واتساب رساله عشوائيه ولن تصلك ابدا قبل ان تخزن رقم هاتف الشخص
Positive,برنامج فعال برنامج جامد عن تجربه
Positive,ممتاز فوق الخيال
Positive,برنامج روووعه...تواصل سريع
Positive,واو اكتر من رائع
Positive,مشكور هايللللللللللللل جداااااااااااااااااااااااااااااا .
Positive,حلو يسلموو
Positive,ممتاز10000 ممتاز
Positive,ههههههههههههه الي يلقي نجمه ماعنده ذوق
Positive,نايس خمس نجوم
Positive,جميل برنامج يستاهل 5 نجوم
Positive,رااااءيععععععععععععععععع يستاهل 1000نجمه 
Positive,اخر تحديث للواتس.. صار شكلو مرتب وروووعه عجبني كثير كثير.. افضل برنامج للتواصل ..
